id,org,dept,name,description,Economy,economy_coded
734,Flagstaff,05-Community Development,Engineering Design and Construction Standards Development,Manage the development of standard details and city specifications,4,1
741,Flagstaff,05-Community Development,Planning Discretionary Review,"Manage zoning map amendments, annexations, conditional use permits, development agreements, and subdivision plats. Perform regional plan analysis for discretionary review projects and dedications and abandonments.",4,1
744,Flagstaff,05-Community Development,Zoning and Subdivision Code Management,"This program is responsible for updating and maintaining the Zoning Code and Subdivision Code. Also, this program is responsible for interpreting the Zoning Code and Subdivision Code, Minor Modifications to the Development Standards, Zoning Verification Letters. In addition, the program coordinates Current Planning staff pertaining to the implementation of the Zoning Code and Subdivision Code. Furthermore, this program coordinates and participates with the Comprehensive Planning Staff pertaining to Regional Plan and Specific Plan updates that may influence an amendment to the Zoning Code or Subdivision Code.",4,1
747,Flagstaff,05-Community Development,Regional Plan Update and Management,"An update to the Regional Plan is required every 10 ten years which must be sent to the voters for ratification.  The Regional Plan is the General Plan for the City of Flagstaff.  The General Plan is a comprehensive long-range plan for the development of the City and includes statement of community goals and policies, maps, concept plans, and strategies.  It covers a wide variety of topics including housing, business, recreation, open space, natural resources, and public facilities.  Once a plan is approved annual reports are prepared on the statistical data that supports the Regional Plan. Prepare, process and coordinate amendments to the Regional Plan.",4,1
749,Flagstaff,05-Community Development,Census,"General coordination, response to data request, public outreach, and education, regarding the census.",4,1
751,Flagstaff,05-Community Development,Section 8 Client Management,"Assist applicants; participants; landlords via telephone, email and walk-ins, community outreach for housing",4,1
752,Flagstaff,05-Community Development,Section 8 Recertifications,"Schedule recertification annually, at initial move-in, unit transfers and in between annual recertification for HH changes.",4,1
753,Flagstaff,05-Community Development,Section 8 Inspections,"Schedule inspections of assisted units annually, at initial move-in, unit transfer and special inspections",4,1
754,Flagstaff,05-Community Development,Section 8 Voucher Issuance,"Brief applicants, participants, Landlord/Owners on program requirements.",4,1
755,Flagstaff,05-Community Development,Section 8: Application Process and Waiting List Management,"Maintain waitlist, applicant updates, approving eligibility, denial of assistance, maintain monthly and quarterly reports.",4,1
756,Flagstaff,05-Community Development,Public Housing: Application Process and Waiting List Management,"Acceptance of applications, updates, waiting list oversight and quality control, interviewing, eligibility determinations.",4,1
