program_id,org,dept,name,description,Safety,safety_coded
1971,Jefferson,Emergency Management,Emergency Preparedness Outreach and Training,"Community outreach in the form of training or presentations relating to emergency management and emergency preparedness.  Constant process of attempting to prepare individuals, schools, business, communities, etc. with information and ideas to stay safe and be better prepared for emergencies/disaster.  Many differing communications platforms tailored to specific audiences are needed.",4,1
1972,Jefferson,Emergency Management,Emergency Response Exercises,Develop and conduct full scale functional and table top emergency response exercises to test emergency operations plan,4,1
1973,Jefferson,Emergency Management,Resource Management Program,"Assist with identifying, vetting, typing, acquiring, deploying and demobilizing resources both staffing and equipment for use during emergencies, disasters and exercises.",4,1
1974,Jefferson,Emergency Management,Early Warning System Management,Coordination of the mass notification system,4,1
1975,Jefferson,Emergency Management,Emergency Operations Center Management,"Serve as emergency operations center manager in times of a disaster.  Must acquire and maintain the equipment and supplies needed to open and run the EOC.  Must attempt to track and alert EOC staff as needed,.  Once opened, must coordinate EOC operations and assure staffing and supplies for extended operational periods to support field operations.",4,1
1976,Jefferson,Emergency Management,Prevention Program,"Preventing human hazards, primarily from potential natural disasters or terrorist (both physical and biological) attacks.  Preventitive measures are designed to provide more permanent protection from disasters; however, not all disasters can be prevented.  The risk of loss of life and injury can be limited with good evacuation plans, environmental planning and design standards.",4,1
1977,Jefferson,Emergency Management,Preparedness Program,"A continuous cycle of planning, organizing, training, equipping, exercising, evaluating and taking corrective action.  Training and exercising plans is the cornerstone of perparedness which focuses on readiness to respond to all-hazards incidents and emergencies",4,1
1978,Jefferson,Emergency Management,Response Program,"Coordination and management of resources (including personnel, equipment, and supplies) utilizing the Incident Command System in an all-hazards approach; and measures taken for life/property/environmental safety.  The response phase is a reaction to the occurrence of a catastrophic disaster or emergency.  Office is on call 24/7/365 to respond to scenes or assist at the local or county Emergency Operations Center.  Most events require response are no notice and most severe weather hazards have onlyshort time frame advance warning periods.",4,1
1979,Jefferson,Emergency Management,Recovery Program,Activities that continue beyond the emergency period to restore critical community functions and begin to manage stabilization efforts.  The recovery phase begins immediately after the threat to human life has subsided.  The goal of the recovery phase is to bring the affected area back to some degree of normalcy.,4,1
1982,Jefferson,Emergency Management,Disaster Aid Program,"By law, all state and federal disaster aid programs and related tasks/reports/reimbursements must be channeled through the county EM office.  Assist and advocate for local public and private applicants.",4,1
1983,Jefferson,Emergency Management,Hazardous Materials Program,"Attempt to assure compliance with all mandated Emergency Planning and Community Right-to-Know Act (EPCRA) laws and regulations and facilitate the existence of the mandated Local Emergency Planning Committee (LEPC) and all of it's duties.  Help assure the capabilities and readiness of a hazardous materials response theam that has responsibilities as a local asset as well as a state resource.  Administer related grants, programs and training as needed/requested.  Respond to hazardous material emergency scenes and perform mandated duties as requested.",4,1
1984,Jefferson,Emergency Management,Public Relations Program,"By state Law, each county in WI must designate an Emergency Director but that position has no authority attached to it.  That means that to do the job, contact needs to be made with numerous internal and external perparedness/response/recovery partner agences and individuals at the local, regional, state, and federal levels.  These relationships are maintained through various means such as information sharing, meetings, training, exercising, etc.  The process is constant as turnover occurs and the current needs/situations change.  This office strives to properly deliver the services/coordination we offer, maintain our visibility/relevance and always attempt to be considered a valued partner to the agencie4s/organizations/individuals we work with.",4,1
1985,Jefferson,Emergency Management,Emergency Management Planning Program,"Developing, reviewing, updating and maintaining all-hazards and hazard specific plans (both internal to the county and involving exwernal partners) at the local, regional and state levels.  Certain plans are mandated to be reviewed and updated annually and others become a priority based on current conditions.  Also asked to review and/or provide input/feedback on plans maintained by other agencies/jurisdictions on an as needed basis.  Creating multiple plans to deal with the different aspects of a disaster or emergency.  Comprehensive Emergency Management Plan/Debris Management Plan/Mass Fatality Plan/Volunteer Management Plan/Mass Care Plan/Family Assistance Center Plan, etc.",4,1
1986,Jefferson,Emergency Management,Incident Management Program,Promote the adoption and use of both the National Incident Management System (NIMS) and the Incident Command System (ICS) for planned and no notice public safety events/incidents.  These systems are mandated by state and federal law to be used during emergencies and apply to both government and non governmental agencies involved in response and recovery.,4,1
2741,Jefferson,Land & Water Conservation,Soil Erosion and Animal Waste Pollution,"Receive citizen complaints regarding soil erosion, construction site erosion, and improper handling of farm animal waste.  Staff investigate the concerns.  If there is an  issue, staff work with county/state/federal agencies, municipalities, and relevant parties to achieve compliance with applicable laws. Staff educate the public about the applicable rules and laws.",4,1
2747,Jefferson,Land & Water Conservation,Water Resources Information and Technical Assistance,"Assistance provided to citizens, water resource groups, and County Departments on a number of water resource issues: lake and river systems, runoff concerns, well water testing, water sampling, invasive species, aquatic plants, fish and other aquatic life, wetlands, and water laws and permitting. Review plans and inspect shoreland plant restorations required for Zoning permits.  Work also includes staff training and conferences.",4,1
2780,Jefferson,District Attorney,Juvenile File Litigation/Support,"Draft & file documents for juvenile related matters, negotiation with case parties, court appearances, meetings with case parties, follow up involving law enforcement and/or case parties. File Management for all Juvenile cases, drafting  certain documents for the prosecutor, efiling, info sharing, trial prep, maintaining current file information.  Providing legal support to office prosecutorial staff.",4,1
2787,Jefferson,Human Services,Family Centered Therapy,Provide Family Centered Therapy to families under the CCS service array.,4,1
2788,Jefferson,Human Services,Incredible Years,"Evidence-based programs for parents, children, and teachers, to  treat young children's behavior and promote their social, emotional, and academic growth.",4,1
2847,Jefferson,Highway,State Highway Maintenance,General state highway maintenance,4,1
2848,Jefferson,Highway,Local Highway Maintenance,General highway maintenance work for local governments,4,1
2906,Jefferson,Human Services,Opioid Treatment,"Outpatient counseling, MAT, recovery, and detox for opioid addiction.",4,1
2907,Jefferson,Human Services,Children's COP,Provides a coordinated approach to supporting families who have a child with a disability.,4,1
