id,org,dept,name,description,Mandate,bin
1330,Jefferson,Child Support,Locate of Absent Parents,(mandated under:  45 CFR 303.3) Agency provides locate and investigative services to obtain information on absent parents necessary to establish and enforce paternity and/or support.,4,2
1151,Tulsa,Streets and Stormwater,Locates,Locating traffic assets in the field as part of the state one call system - Call Okie,4,2
1151,Tulsa Test Liz,Streets and Stormwater,Locates,Locating traffic assets in the field as part of the state one call system - Call Okie,4,2
658,"West Plains, MO",Public Works,Location Services,Locate of underground utilities,4,2
31,UnifiedGov,Police Department,Logistics / Evidence Room,"Organizes, stores, and records all evidence related to criminal activity; receives and distributes incoming packages departmentwide; responsible for all department shipping needs",4,2
679,"Branson, MO",Public Works,Long Line Striping & Raised Pavement Markings Maintenance,"Maintaining road striping, temporary pavement markings, painting through use of paint striper machine,   This includes the yellow lines used for medians, passing zones and traffic flow separation and the white lines used for delineation of shoulders, edge of pavement marking, stop bars, bicycle lanes and crosswalks.",4,2
2058,"St Albert, AB",Planning and Development,Long Range Land Use Planning,"Management of long range land use plans including the Municipal Development Plan (MDP), Statutory and Regulatory plans and future growth policies.",4,2
1219,SouthJordan,Planning,Long Range Planning,"General Plan Administration, including updating various elements of the General Plan and aligning it with the City’s Strategic Priorities. Conduct various planning studies as needed to update and maintain the General Plan. Update and maintain the City Code so that it aligns with the General Plan. Process Land Use Amendment and Rezoning Applications; Provide liaison between the City and other regional and state planning organizations. Maintain and create various internal resources to proper application and administration of the General Plan and City Code.",4,2
103,"Washington County, WI",Aging & Disability Resource Center,Long Term Care Functional Screening,Comprehensive assessment to determine if persons functionally qualify for publicly-funded long term care programs,4,2
311,Longmont,Judicial Department,Longmont Liquor Licensing Authority,"The City of Longmont Liquor Licensing Authority receives and processes all liquor license applications, license renewals, and disciplinary matters involving liquor licensing.",4,2
94,Roswell,30 - Community Development,Long-Range Planning,"Periodic updates to plans and projects related to mid- to long-term growth and development of the City  Comprehensive Plan, Short Term Work Program (Comp Plan annual project list), Capital Improvement Element, Livable Communities Initiative, impact fees, state mandated, state & fed revenue, Atlanta Regional Commission",4,2
764,Flagstaff,05-Community Development,Long-Term Housing Assistance Management,"Perform pay offs, subordinations, and document recording. Certificates of occupancy, and ground lease collection. Manage affordability plans, and compliance monitoring.",4,2
288,Longmont,Finance,Loss Control (Claims),"Claims adjusting, claims database maintenance (records management), claims reporting, medicare reporting, workersâ€™ compensation tax reporting and permit processing, pursue restitution for damages",4,2
289,Longmont,Finance,Loss Prevention,"Safety and risk assessments of facilities and work processes, provide resources for a safe work environment, loss analysis and benchmarking, prevention, safety consultation, ergonomic evaluations and consultation, program and training design, safety and new skills training, conduct medical surveillance for Public Safety, conduct medical surveillance, drug and alcohol random testing for CDL holders, Crime Prevention through Environmental Design analysis and consultation, and safety program marketing.",4,2
1998,Jefferson,County Treasurer,Lottery and Gaming Credit Certification and Settlement Management,"Compile, enter, and reconcile data for April Lottery Credit Settlement.  Prepare payment vouchers for the April Settlement to local municipalities; school districts, and vocational districts. Prepare, maintain, and process the Lottery and Gaming Credit Certifications by reviewing the monthly Real Estate Transfer Returns to see if the primary residenceÂ box is checked and verifying to see if the taxpayer is currently receiving the lottery credit on their tax bill",4,2
286,"Washington County, WI",County Treasurer,Lottery and Gaming Credit Certification and Settlement Management,"Compile, enter, and reconcile data for April Lottery Credit Settlement.  Prepare payment vouchers for the April Settlement to 20 local municipalities; 12 school districts, and 2 vocational districts. Prepare, maintain, and process the Lottery and Gaming Credit Certifications by reviewing the monthly Real Estate Transfer Returns to see if the primary residence box is checked and verifying to see if the taxpayer is currently receiving the lottery credit on their tax bill",4,2
928,Tulsa,Police,Low Level Property Crimes Investigations,"White collar general theft, and property damage investigation",4,2
928,Tulsa Test Liz,Police,Low Level Property Crimes Investigations,"White collar general theft, and property damage investigation",4,2
1420,"Monroe, OH",MAYOR'S COURT,Magistrate Services,Magistrate Agreement - Agreement between the City and a magistrate to preside over the cases that are heard in Court.,4,2
899,Flagstaff,02-Management Services,Mail/Copy Center Operations,Manage the copy center and mail system,4,2
785,"Strathcona County, AB",Infrastructure and Planning Services,Mainline Flushing,"Involves the flushing of storm and sanitary collection lines to remove any buildup of fats, oils and greases (FOG), and the removal of roots, mineral and other debris deposits. This is completed to ensure the continual flow of all wastewater lines to the wastewater treatment facility on all publically owned wastewater infrastructure (public health).",4,2
482,"Washington County, WI",Highway,Maintain Facility Grounds,"Lawn mowing, weed control, litter pickup, and vegetation control. Also includes routine maintenance of sidewalk, and park and ride lots.",4,2
507,"Washington County, WI",Highway,Maintain/ Repair Buildings,"Cleaning, painting, repairs and other routine maintenance of all buildings.  This includes our salt domes, salt sheds, and storage buildings",4,2
812,"Lethbridge, AB",Facility Services,Maintenance,"Regulatory inspections, scheduled preventive maintenance, testing, and corrective repair of facility equipment and systems.",4,2
